FROM	TO	BAYES_FACTOR	POSTERIOR PROBABILITY
Europe	UpperSouthEasternAsia	2.398988030662527	0.09713735510869163
Europe	EasternAfrica	0.46016707031553133	0.020219975558271302
Europe	WesternAfrica	0.471355035719269	0.020701403547753953
Europe	NothernAfrica	0.5439125239230785	0.02381216901825723
Europe	SouthernAfrica	0.4920386670489156	0.02159019368218346
Europe	Mombasa	0.46016707031553133	0.020219975558271302
Europe	Ukunda	0.38643042842607644	0.017035144243232235
Europe	Msambweni	545.7299920045718	0.9607451023960301
Europe	Malindi	0.3975459949843829	0.017516572232714883
Europe	Lamu	0.7661531671010888	0.033218531274302854
Europe	Wajir	0.4446941799880647	0.019553382957449173
Europe	Mtwapa	0.600376347470014	0.02621930896567048
Europe	Voi	1.7259657273864548	0.07184386919971855
Europe	CentralAfrica	0.6387567175087687	0.027848757545457913
LowerSouthEasternAsia	NorthAmerica	7.622097372996779	0.2547494722808577
LowerSouthEasternAsia	Oceania	0.3318660056146131	0.014665037218086879
LowerSouthEasternAsia	WesternAsia	2018.7514118691283	0.9890752879309707
LowerSouthEasternAsia	SouthAmerica	1.0180140780702849	0.043661815353849574
LowerSouthEasternAsia	UpperSouthEasternAsia	18.603526282708124	0.4548383512943006
LowerSouthEasternAsia	EasternAfrica	0.2928096846590131	0.012961522793763655
LowerSouthEasternAsia	WesternAfrica	0.31232097890733546	0.013813280005925268
LowerSouthEasternAsia	NothernAfrica	1.3736739800748692	0.05803058919379328
LowerSouthEasternAsia	SouthernAfrica	0.3633790069808937	0.01603525534199904
LowerSouthEasternAsia	Mombasa	0.37020417219234286	0.016331518720142206
LowerSouthEasternAsia	Ukunda	0.3310155192273631	0.014628004295818984
LowerSouthEasternAsia	Msambweni	20.17898769573787	0.47505832685257193
LowerSouthEasternAsia	Malindi	0.2894198530243967	0.012813391104692071
LowerSouthEasternAsia	Lamu	972.9245041448379	0.9775950820279228
LowerSouthEasternAsia	Wajir	0.29365730155346725	0.012998555716031552
LowerSouthEasternAsia	Mtwapa	0.9648657760187521	0.0414768729400437
LowerSouthEasternAsia	Voi	4.321759911900855	0.16235233122245676
LowerSouthEasternAsia	CentralAfrica	1.0415125328526125	0.04462467133281487
NorthAmerica	Oceania	1.0297573878311326	0.04414324334333222
NorthAmerica	WesternAsia	1.257913887715375	0.05340147391030626
NorthAmerica	SouthAmerica	2.935111383994346	0.11632040884346184
NorthAmerica	UpperSouthEasternAsia	1.9192154680751876	0.07925045365329778
NorthAmerica	EasternAfrica	1.9846512284415925	0.08173165944524682
NorthAmerica	WesternAfrica	3.0797495975644615	0.12135688627189571
NorthAmerica	NothernAfrica	1.1022851035799632	0.04710587712476391
NorthAmerica	SouthernAfrica	1.062339145125795	0.04547642854497649
NorthAmerica	Mombasa	1.0659649594025338	0.04562456023404807
NorthAmerica	Ukunda	1.2625225490227099	0.053586638521645746
NorthAmerica	Msambweni	1.994448100472083	0.08210198866792578
NorthAmerica	Malindi	1.17709555205643	0.0501425767507314
NorthAmerica	Lamu	1.1606327989457812	0.049475984149909266
NorthAmerica	Wajir	0.9828549818822268	0.04221753138540162
NorthAmerica	Mtwapa	1.1642891927555898	0.04962411583898085
NorthAmerica	Voi	1.7595614782646791	0.07314002147909492
NorthAmerica	CentralAfrica	1.1752652162926476	0.05006851090619561
Oceania	WesternAsia	1.579252335900043	0.06614079917046255
Oceania	SouthAmerica	1.2266227430028276	0.052142354553197795
Oceania	UpperSouthEasternAsia	1.506565577561624	0.06328926415583454
Oceania	EasternAfrica	1.348573565995891	0.057030700292560084
Oceania	WesternAfrica	1.6010501427910233	0.06699255638262415
Oceania	NothernAfrica	1.2045848818566443	0.051253564418768285
Oceania	SouthernAfrica	1.0306612093411738	0.044180276265600116
Oceania	Mombasa	1.0532795310356422	0.045106099322297526
Oceania	Ukunda	1.1441931199683617	0.04880939154908714
Oceania	Msambweni	1.2542282566300558	0.05325334222123468
Oceania	Malindi	1.2625225490227099	0.053586638521645746
Oceania	Lamu	1.387641693638306	0.05858608302781172
Oceania	Wajir	1.0886518241055323	0.04655038329074547
Oceania	Mtwapa	1.6409577004016798	0.0685479391178758
Oceania	Voi	1.5707335793353834	0.06580750287005148
Oceania	CentralAfrica	1.2266227430028276	0.052142354553197795
WesternAsia	SouthAmerica	0.3225141700254844	0.014257675073140021
WesternAsia	UpperSouthEasternAsia	2.421294090436478	0.09795207939858534
WesternAsia	EasternAfrica	0.19575615697057458	0.008702736732955598
WesternAsia	WesternAfrica	0.1429404284316402	0.00636966263007814
WesternAsia	NothernAfrica	40.73044409834786	0.646224493574788
WesternAsia	SouthernAfrica	0.1991179312858195	0.008850868422027182
WesternAsia	Mombasa	0.7856060361769804	0.03403325556419657
WesternAsia	Ukunda	0.479106996279075	0.021034699848165018
WesternAsia	Msambweni	0.23279102471138333	0.010332185312743028
WesternAsia	Malindi	0.20752676499951433	0.009221197644706143
WesternAsia	Lamu	6.483650975538519	0.22527126615561233
WesternAsia	Wajir	0.1705748390252384	0.007591749064918713
WesternAsia	Mtwapa	0.30637919201854596	0.013554049550049994
WesternAsia	Voi	3.717918365859853	0.1429100470318113
WesternAsia	CentralAfrica	0.23616387902441396	0.010480317001814614
SouthAmerica	UpperSouthEasternAsia	3250.036579965604	0.9931859423027071
SouthAmerica	EasternAfrica	36.75562949596947	0.6224123245565307
SouthAmerica	WesternAfrica	2.227971051074368	0.09084175832314928
SouthAmerica	NothernAfrica	0.4550071014102715	0.019997778024663928
SouthAmerica	SouthernAfrica	0.49462676347773593	0.02170129244898715
SouthAmerica	Mombasa	0.4481307815469513	0.019701514646520757
SouthAmerica	Ukunda	0.4653293801389745	0.02044217309187868
SouthAmerica	Msambweni	0.5231346691836094	0.022923378883827724
SouthAmerica	Malindi	602087.2419830705	1.0
SouthAmerica	Lamu	0.46963309434272404	0.02062733770321816
SouthAmerica	Wajir	217.68201255896744	0.9070843980298485
SouthAmerica	Mtwapa	0.4679114133928848	0.02055327185868237
SouthAmerica	Voi	0.6178060351075427	0.026959967411028404
SouthAmerica	CentralAfrica	0.49721544779852916	0.021812391215790837
UpperSouthEasternAsia	EasternAfrica	2.1175793800572857	0.0867311039514128
UpperSouthEasternAsia	WesternAfrica	95.80913477827231	0.8112061622782654
UpperSouthEasternAsia	NothernAfrica	0.5205400949096658	0.022812280117024034
UpperSouthEasternAsia	SouthernAfrica	0.4773838822508107	0.020960634003629228
UpperSouthEasternAsia	Mombasa	0.4292423149899979	0.01888679035662704
UpperSouthEasternAsia	Ukunda	0.44297626859581324	0.01947931711291338
UpperSouthEasternAsia	Msambweni	0.4558669337316283	0.02003481094693182
UpperSouthEasternAsia	Malindi	0.43782409126206795	0.019257119579306002
UpperSouthEasternAsia	Lamu	0.41124165571083254	0.018109098989001222
UpperSouthEasternAsia	Wajir	0.8601834389881676	0.037144021034699846
UpperSouthEasternAsia	Mtwapa	71.13935882855795	0.7613598489056771
UpperSouthEasternAsia	Voi	3.8262798826339997	0.1464652075695293
UpperSouthEasternAsia	CentralAfrica	0.4644688325370362	0.020405140169610782
EasternAfrica	WesternAfrica	1.4952776104247103	0.06284486908861979
EasternAfrica	NothernAfrica	1.1122929484395685	0.04751323926971077
EasternAfrica	SouthernAfrica	1.0995571762204488	0.046994778357960225
EasternAfrica	Mombasa	1.2514647901043638	0.05314224345443099
EasternAfrica	Ukunda	1.0369899214664973	0.04443950672147539
EasternAfrica	Msambweni	1.2045848818566443	0.051253564418768285
EasternAfrica	Malindi	1.1944979888660048	0.050846202273821424
EasternAfrica	Lamu	1.2606788681137688	0.05351257267710995
EasternAfrica	Wajir	1.4952776104247103	0.06284486908861979
EasternAfrica	Mtwapa	1.2137623041176424	0.05162389364144725
EasternAfrica	Voi	1.1086527418255467	0.047365107580639186
EasternAfrica	CentralAfrica	1.1004664146676786	0.047031811280228125
WesternAfrica	NothernAfrica	0.589931255836394	0.025774913898455726
WesternAfrica	SouthernAfrica	0.5101676947969752	0.02236788504980928
WesternAfrica	Mombasa	0.6038601635490987	0.026367440654742065
WesternAfrica	Ukunda	0.622167603783112	0.027145132022367884
WesternAfrica	Msambweni	0.6143179751628811	0.02681183572195682
WesternAfrica	Malindi	0.5725439294853706	0.025034255453097804
WesternAfrica	Lamu	0.5491129007107214	0.024034366551864608
WesternAfrica	Wajir	0.722943936792609	0.03140391808317594
WesternAfrica	Mtwapa	0.6090878757689691	0.026589638188349442
WesternAfrica	Voi	0.6763893181522826	0.02944117320297745
WesternAfrica	CentralAfrica	0.5439125239230785	0.02381216901825723
NothernAfrica	SouthernAfrica	0.6816501986433487	0.029663370736584822
NothernAfrica	Mombasa	1.295758220655657	0.054919823723290004
NothernAfrica	Ukunda	23.577136774303572	0.5139428952338629
NothernAfrica	Msambweni	0.6352622772110971	0.027700625856386326
NothernAfrica	Malindi	0.5491129007107214	0.024034366551864608
NothernAfrica	Lamu	0.7758755015899863	0.033625893419249715
NothernAfrica	Wajir	0.6904236890163544	0.030033699959263787
NothernAfrica	Mtwapa	0.8512799175635919	0.036773691812020885
NothernAfrica	Voi	1.6181370774400639	0.06765914898344629
NothernAfrica	CentralAfrica	0.7864910372053326	0.03407028848646447
SouthernAfrica	Mombasa	1.344859512616643	0.056882568603488504
SouthernAfrica	Ukunda	1.0977389113026252	0.04692071251342443
SouthernAfrica	Msambweni	1.24593980209081	0.05292004592082361
SouthernAfrica	Malindi	0.9981676965405749	0.04284709106395586
SouthernAfrica	Lamu	1.196331325355407	0.05092026811835722
SouthernAfrica	Wajir	1.046036897664613	0.04480983594415435
SouthernAfrica	Mtwapa	2.2090044228066015	0.09013813280005925
SouthernAfrica	Voi	1.1688612881993283	0.049809280450320334
SouthernAfrica	CentralAfrica	1.20917269724436	0.051438729030107766
Mombasa	Ukunda	23.89033684471602	0.5172388253157056
Mombasa	Msambweni	0.26910220768334553	0.011924600970262563
Mombasa	Malindi	0.2953527261754475	0.013072621560567344
Mombasa	Lamu	0.41552494015046515	0.018294263600340702
Mombasa	Wajir	0.3021369701548811	0.013368884938710513
Mombasa	Mtwapa	0.3975459949843829	0.017516572232714883
Mombasa	Voi	2.645557655746251	0.1060622893752546
Mombasa	CentralAfrica	0.2945049820565586	0.013035588638299449
Ukunda	Msambweni	0.6282765899511361	0.02740436247824316
Ukunda	Malindi	0.7308681843833738	0.03173721438358701
Ukunda	Lamu	0.6457487938731605	0.02814502092360108
Ukunda	Wajir	0.6492464309142377	0.028293152612672665
Ukunda	Mtwapa	0.8673111888266785	0.037440284412843014
Ukunda	Voi	0.8397155697116664	0.03629226382253824
Ukunda	CentralAfrica	0.6405043370374245	0.027922823389993703
Msambweni	Malindi	1.0686850588373835	0.045735659000851754
Msambweni	Lamu	1.2312191671000015	0.052327519164537276
Msambweni	Wajir	1.2385771828777932	0.05262378254268044
Msambweni	Mtwapa	1.2468604533866463	0.05295707884309151
Msambweni	Voi	2.21499071443445	0.09036033033366662
Msambweni	CentralAfrica	1.2321386674694348	0.05236455208680517
Malindi	Lamu	1.1706906253582412	0.04988334629485613
Malindi	Wajir	2.3949367078579016	0.09698922341962005
Malindi	Mtwapa	1.2560709279943685	0.05332740806577047
Malindi	Voi	1.2800519208507148	0.05429026404473577
Malindi	CentralAfrica	1.1295994036732437	0.0482168647928008
Lamu	Wajir	0.32676404601773607	0.014442839684479502
Lamu	Mtwapa	0.48341592226897523	0.0212198644595045
Lamu	Voi	1.8251025733765651	0.07565826019331186
Lamu	CentralAfrica	2097.806137799445	0.9894826500759175
Wajir	Mtwapa	1.24593980209081	0.05292004592082361
Wajir	Voi	1.2745135124318485	0.054068066511128395
Wajir	CentralAfrica	1.2394972584404846	0.052660815464948336
Mtwapa	Voi	1.8502568782354907	0.07662111617227715
Mtwapa	CentralAfrica	0.946007006222219	0.04069918157241788
Voi	CentralAfrica	0.4541473340701966	0.01996074510239603
CentralAmericaandCaribbean	Australia	0.8486101959970025	0.0366625930452172
CentralSouthEasternAsia	Australia	0.33526859055495034	0.014813168907158464
EasternAsia	Australia	0.21930969827246347	0.00973965855645669
Europe	Australia	0.6108309769113123	0.026663704032885236
LowerSouthEasternAsia	Australia	0.42666904527743865	0.018775691589823354
NorthAmerica	Australia	1.531059620440414	0.06425212013479983
Oceania	Australia	1.5386063933325038	0.06454838351294301
WesternAsia	Australia	5168.301605751243	0.995704181016924
SouthAmerica	Australia	0.4963524876912366	0.02177535829352294
UpperSouthEasternAsia	Australia	0.5499798603998286	0.024071399474132504
EasternAfrica	Australia	1.439933788212657	0.06065992667481391
WesternAfrica	Australia	0.703596493085967	0.03058919379328223
NothernAfrica	Australia	0.9298666663462065	0.04003258897159575
SouthernAfrica	Australia	1.3105597476362025	0.055512350479576346
Mombasa	Australia	0.669378556753294	0.029144909824834277
Ukunda	Australia	0.799774200560906	0.03462578232048291
Msambweni	Australia	1.4783657181035266	0.062178276487797654
Malindi	Australia	1.3263067325335025	0.05614191015813058
Lamu	Australia	0.4446941799880647	0.019553382957449173
Wajir	Australia	1.7298004919841994	0.07199200088879014
Mtwapa	Australia	1.2450192227911647	0.05288301299855572
Voi	Australia	0.54564571978849	0.023886234862793024
CentralAfrica	Australia	1.3653012566361713	0.05769729289338222
CentralSouthEasternAsia	CentralAmericaandCaribbean	0.29026721555588525	0.012850424026959968
EasternAsia	CentralAmericaandCaribbean	0.1647073085504199	0.0073325186090434395
Europe	CentralAmericaandCaribbean	0.4980784732494106	0.021849424138058734
LowerSouthEasternAsia	CentralAmericaandCaribbean	0.5525811342875022	0.02418249824093619
NorthAmerica	CentralAmericaandCaribbean	0.9774552994588901	0.04199533385179424
Oceania	CentralAmericaandCaribbean	1.1469314661531955	0.048920490315890824
WesternAsia	CentralAmericaandCaribbean	0.22267851716603113	0.009887790245528275
SouthAmerica	CentralAmericaandCaribbean	0.4524279943044288	0.019886679257860237
UpperSouthEasternAsia	CentralAmericaandCaribbean	0.5404469210843202	0.023664037329185646
EasternAfrica	CentralAmericaandCaribbean	1.0559966773374072	0.04521719808910121
WesternAfrica	CentralAmericaandCaribbean	0.5838426851403696	0.025515683442580456
NothernAfrica	CentralAmericaandCaribbean	0.6448745512051143	0.028107988001333184
SouthernAfrica	CentralAmericaandCaribbean	3.1925581435747605	0.1252453431100248
Mombasa	CentralAmericaandCaribbean	0.3191154186234322	0.014109543384068437
Ukunda	CentralAmericaandCaribbean	0.752026206559976	0.03262600451801652
Msambweni	CentralAmericaandCaribbean	1.1132031770151263	0.04755027219197867
Malindi	CentralAmericaandCaribbean	1.341146625757242	0.056734436914416916
Lamu	CentralAmericaandCaribbean	0.3770334498781231	0.016627782098285377
Wajir	CentralAmericaandCaribbean	1.2367372475299812	0.05254971669814465
Mtwapa	CentralAmericaandCaribbean	1.1432804800514302	0.048772358626819244
Voi	CentralAmericaandCaribbean	180.5692198532758	0.8900862867088842
CentralAfrica	CentralAmericaandCaribbean	1.1405429866184762	0.04866125986001556
EasternAsia	CentralSouthEasternAsia	7.016123233060979	0.23934377661741288
Europe	CentralSouthEasternAsia	0.4980784732494106	0.021849424138058734
LowerSouthEasternAsia	CentralSouthEasternAsia	0.6676265349100499	0.029070843980298484
NorthAmerica	CentralSouthEasternAsia	1.086835253683718	0.04647631744620968
Oceania	CentralSouthEasternAsia	1.3059322758548764	0.055327185868236865
WesternAsia	CentralSouthEasternAsia	1.5357757933824188	0.06443728474613931
SouthAmerica	CentralSouthEasternAsia	0.48169215624986184	0.02114579861496871
UpperSouthEasternAsia	CentralSouthEasternAsia	0.4980784732494106	0.021849424138058734
EasternAfrica	CentralSouthEasternAsia	1.1414554133847856	0.04869829278228345
WesternAfrica	CentralSouthEasternAsia	0.596893591147142	0.026071177276598897
NothernAfrica	CentralSouthEasternAsia	13.283588571210649	0.3733288893826612
SouthernAfrica	CentralSouthEasternAsia	1.2514647901043638	0.05314224345443099
Mombasa	CentralSouthEasternAsia	12.351922214377911	0.35647890975076846
Ukunda	CentralSouthEasternAsia	11.448875690987549	0.3392586008961967
Msambweni	CentralSouthEasternAsia	0.9442125275074382	0.040625115727882084
Malindi	CentralSouthEasternAsia	1.1159342874868188	0.04766137095878236
Lamu	CentralSouthEasternAsia	1.415626630206348	0.05969707069584861
Wajir	CentralSouthEasternAsia	1.1414554133847856	0.04869829278228345
Mtwapa	CentralSouthEasternAsia	0.9792549152694435	0.042069399696330036
Voi	CentralSouthEasternAsia	0.42838449366813924	0.018849757434359144
CentralAfrica	CentralSouthEasternAsia	1.3904372146250048	0.058697181794615416
Europe	EasternAsia	0.5655963935929631	0.024737992074954633
LowerSouthEasternAsia	EasternAsia	0.46016707031553133	0.020219975558271302
NorthAmerica	EasternAsia	1.062339145125795	0.04547642854497649
Oceania	EasternAsia	1.216516928591256	0.051734992408250934
WesternAsia	EasternAsia	8964.41167433862	0.997518794208051
SouthAmerica	EasternAsia	0.47479969998886845	0.020849535236825537
UpperSouthEasternAsia	EasternAsia	0.47307723758161313	0.020775469392289747
EasternAfrica	EasternAsia	1.3699520382876982	0.0578824575047217
WesternAfrica	EasternAsia	0.6807732179165243	0.02962633781431693
NothernAfrica	EasternAsia	1.752834813161736	0.07288079102321965
SouthernAfrica	EasternAsia	1.2920607384417426	0.054771692034218424
Mombasa	EasternAsia	7.244812985481553	0.24523201125800836
Ukunda	EasternAsia	1.8628537132196161	0.07710254416175981
Msambweni	EasternAsia	1.3216730861897736	0.0559567455467911
Malindi	EasternAsia	1.0977389113026252	0.04692071251342443
Lamu	EasternAsia	158.57011455862295	0.8767174017701737
Wajir	EasternAsia	1.2828221011249197	0.054401362811539455
Mtwapa	EasternAsia	1.0895602151566273	0.04658741621301337
Voi	EasternAsia	0.4627479325129287	0.020331074325074992
CentralAfrica	EasternAsia	2.3544964646640083	0.0955079065289042
LowerSouthEasternAsia	Europe	1303.9345908620362	0.9831870532903751
NorthAmerica	Europe	1.0922858117693406	0.04669851497981706
Oceania	Europe	1.3857783795148766	0.058512017183275936
WesternAsia	Europe	0.34633406166813385	0.015294596896641114
SouthAmerica	Europe	0.40952879423534266	0.018035033144465428
UpperSouthEasternAsia	Europe	0.47479969998886845	0.020849535236825537
EasternAfrica	Europe	1.3124112444234322	0.05558641632411213
WesternAfrica	Europe	0.8157341890355352	0.03529237492130504
NothernAfrica	Europe	0.6431262657263718	0.028033922156797394
SouthernAfrica	Europe	1.2128442393737748	0.05158686071917935
Mombasa	Europe	0.27163991418241035	0.012035699737066252
Ukunda	Europe	0.602989110150731	0.026330407732474168
Msambweni	Europe	1.1798415909714721	0.05025367551753509
Malindi	Europe	1.1250425929695158	0.04803170018146132
Lamu	Europe	0.7829514401917185	0.03392215679739288
Wajir	Europe	1.3198201365645659	0.05588267970225531
Mtwapa	Europe	1.1944979888660048	0.050846202273821424
Voi	Europe	0.447271533792045	0.01966448172425286
CentralAfrica	Europe	1.2496228393357727	0.0530681776098952
NorthAmerica	LowerSouthEasternAsia	1.1487573857211462	0.04899455616042662
Oceania	LowerSouthEasternAsia	1.293909334674387	0.05484575787875421
WesternAsia	LowerSouthEasternAsia	20048.02011949285	0.9988890123319631
SouthAmerica	LowerSouthEasternAsia	0.5430460246131034	0.023775136095989333
UpperSouthEasternAsia	LowerSouthEasternAsia	0.5239996583984643	0.022960411806095617
EasternAfrica	LowerSouthEasternAsia	1.332796892566158	0.05640114061400585
WesternAfrica	LowerSouthEasternAsia	0.6169339205611338	0.026922934488760507
NothernAfrica	LowerSouthEasternAsia	0.7317489931028502	0.0317742473058549
SouthernAfrica	LowerSouthEasternAsia	1.5103306137599466	0.06343739584490612
Mombasa	LowerSouthEasternAsia	0.850389941949279	0.03673665888975299
Ukunda	LowerSouthEasternAsia	0.6781426773146488	0.02951523904751324
Msambweni	LowerSouthEasternAsia	3.587062086430482	0.13857719512646743
Malindi	LowerSouthEasternAsia	1.2809752419545364	0.05432729696700367
Lamu	LowerSouthEasternAsia	0.797116345090817	0.03451468355367922
Wajir	LowerSouthEasternAsia	1.277282391362792	0.05417916527793208
Mtwapa	LowerSouthEasternAsia	1.0950120437439437	0.046809613746620744
Voi	LowerSouthEasternAsia	1050.9811613943464	0.9792245306077103
CentralAfrica	LowerSouthEasternAsia	1.1560639089907174	0.049290819538569786
Oceania	NorthAmerica	1.341146625757242	0.056734436914416916
WesternAsia	NorthAmerica	0.29365730155346725	0.012998555716031552
SouthAmerica	NorthAmerica	1.4343200222023587	0.060437729141206535
UpperSouthEasternAsia	NorthAmerica	2.9796027971410193	0.11787579157871347
EasternAfrica	NorthAmerica	1.3783280537971785	0.05821575380513276
WesternAfrica	NorthAmerica	106.99341471363655	0.8275376809984076
NothernAfrica	NorthAmerica	0.6921791910763277	0.030107765803799577
SouthernAfrica	NorthAmerica	1.128687899697288	0.0481798318705329
Mombasa	NorthAmerica	0.3225141700254844	0.014257675073140021
Ukunda	NorthAmerica	0.7732231430236681	0.03351479465244602
Msambweni	NorthAmerica	1.315189034183512	0.055697515090915826
Malindi	NorthAmerica	1.3059322758548764	0.055327185868236865
Lamu	NorthAmerica	0.6169339205611338	0.026922934488760507
Wajir	NorthAmerica	1.4849397075387307	0.06243750694367293
Mtwapa	NorthAmerica	1.1177553818380532	0.04773543680331815
Voi	NorthAmerica	0.4593069129772349	0.02018294263600341
CentralAfrica	NorthAmerica	1.081387235269487	0.0462541199126023
WesternAsia	Oceania	0.18651645603415637	0.00829537458800874
SouthAmerica	Oceania	0.5864516758824326	0.025626782209384143
